review_text,sentiment
excellent quality,1
awesome best the comments that say it's fake. are also fake,1
nice,1
good,1
got from latest one not from old stock...packaging was too good,1
Best,1
"My favourite shuttle, Fast delivery by Flipkart",1
packing of this product is very poor. always receive with press position,1
Worthy,1
excellent app,1
best quality shuttle 🖤,1
superb quality,1
nice,1
Nice product,1
nothing recet,0
good product,1
Good,1
good,1
Super quality,1
good quality,1
good,1
good material,1
"Excellent deal, value worth",1
happy with my order I m always,1
Good shuttles with a decent price.,1
God product at an attractive price,1
"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INR",1
Original quality,1
Worthy,1
fastest delivery..nd products quality is ... adorable,1
good product,1
Good one. Perfect 👌,1
superb,1
better thank local market,1
Shuttle Cork was good and genuine.I verified with Yonex website. 👍,1
supar,1
looking gud but not lasting .,1
Packing is not so good. The plastic cover is damaged.,0
good,1
very good,1
I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damaged,1
Good product. Nice build quality,1
nice,1
It's not a good product..,0
Quality is good,1
good,1
Nice product,1
good,1
good,1
very good .nice quality .,1
quality not seems good. breaks after one day play,0
superb,1
Nice item....get the same item as excepted,1
best green cup,1
good,1
very slow shuttles not good as per market.,1
Good Boy,1
rotine game,1
good,1
Very good,1
Good product,1
good product,1
amazing quality.worth every penny 🔥🔥,1
excellent flight. slow as mentioned. recommended for beginners.,1
superb quality,1
Long lasting.,1
superb!,1
GOOD PRODUCT,1
good product,1
Its good product,1
Nice product,1
nice as usual,1
very nice,1
Its really good lasts longer than i expected,1
worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.,0
nice,1
Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.,0
Good price only too much,1
good quality nice product,1
Satisfied with the product quality,1
poor quality,0
Best for intermediate players,1
Nice,1
super,1
Overall nice,1
good product,1
Very good.,1
good,1
Very good quality shuttle,1
Best packing,1
Awesome,1
its same as the retailer shop .. we need not to go to shop & buy it,1
Best for daily play👌,1
very good product,1
excellent design and lifespan,1
Good,1
Good,1
good as always...,1
good,1
u can buy its a good product,1
Excellent product,1
quality item&very good packing,1
nice product.quick delivery.,1
"Average quality, in 6 shuttles only 3 are good",1
Nice,1
Nice,1
Pathetic quality,0
"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.",1
Good,1
good delivery boy,1
Excellent,1
Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.,1
Packing is good,1
Yonex is great,1
The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.,1
Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.,0
Excellent,1
worst .......,0
Good  Product... 🙂🙂🙂,1
nice...,1
nice,1
very ecobomical,1
Damaged pack,1
awesome,1
good quality,1
good,1
Original product. Very happy,1
Nice,1
these shuttles have better quality than I bought from local shop.. no much difference in price..,1
min,1
Good product .. quick delivery .. impressive service..,0
bad,1
Shuttle are very good,1
Its just good,1
Good quality.. Original product,1
"Good product,. 👍",1
excellent,1
poor quality,0
Price too high.compare to our local shop.quality is not good.,1
"Expected more good quality, it's good only one shuttle has spinning issue.",1
It looks good but after use I will update about quality..,1
all the shuttle we're damaged.,0
best shuttlecock,1
nice shulter,1
good,1
very nice product,1
Good,1
Great,1
super,1
Good,1
nice and rate reasonable....,1
superb,1
The product was as per the expectation.,1
very good,1
quality is very poor,0
very good,1
very good product,1
thanks,1
good product,1
really nice,1
very good product,1
packing is damaged..  and few shuttle are also damaged...  poor quality of packing..,1
good quality,1
I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊,1
Genuine product,1
I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job Yonex,1
Nice,1
nice,1
"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..",0
good product,1
it is not that much good,0
worth for money,1
value for money,1
ferfect delivered..good products,1
very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.,1
super,1
good one,1
nice,1
Durable,1
"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....",1
good,1
Super,1
Good.its original product.,1
good,1
Its ok for beginners,1
"gud product in price range,gud for indoor game",1
fast delivery with good quality product,1
Nice,1
"Very good shuttle for you, any stage you are in. simply go for it.",1
Nice product. looks very genuine.,1
Fast sarvis,1
nice shuttle durable still these are working properly,1
Nice,1
Good product,1
better product,1
superb and guaranteed .,1
Two shuttles are damaged,0
good,1
good,1
best for outdoor and practice time,1
excellent quality,1
plz not buy this shuttle.,0
Very fantastic,1
good,1
Nice product. Delivered on time.,1
best product,1
excellent,1
good,1
good product ...,1
It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685,1
Good product,1
original product.thanks Flipkart,1
Super,1
Perfect product!!A great shuttle to practice badminton on a regular basis.,1
nice product,1
Ok,1
Nice Product,1
Better price than outlets. Good product.,1
Good and genuine product.,1
Good svuttles,1
best shuttles with which one can 'play',1
Quality product go for it!!,1
Superb quality,1
Best one,1
Value for money 👍,1
Good quality,1
Bad,0
very nice shuttle from the seller and prompt delivery from flipkart,1
shuttles are of good quality and durable,1
Good product,1
awesome and original product..however the box i got is of low quality. Hope to not get that complaint again.,1
Value for money,1
very useful and beneficial also,1
best product ever,1
Very good product to delivered by flipcart,1
Super excellent delivery,1
Good for practice.,1
good,1
good,1
Receiving used and defective product shuttle is shaking.,0
it's original and reliable,1
Shullte are worst quality....all shuttle are spin so accuracy in very bad....,0
very nice,1
Good quality,1
Genuine product!,1
Last order was great. This shuttle speed varies with temperature. Moves fast in hot summer day. Otherwise speed is good.,1
pathetic packing ...box crushed...shuttles not in playing condition,0
good,1
Great product & great service by Flipkart,1
One word (Osm),1
long durable,1
good,1
ok comfort,1
Delivery date is too long. m. rest ok,1
yonex the brand,1
good product,1
Good,1
Durable for regular practice,1
absolutely original product,1
good quality,1
valuable price.....nice....,1
price with value,1
very nice,1
Good,1
its worth product on this price...,1
bad quality,0
good,1
Nice shuttle for night game..,1
Good to me,1
Okay,1
Good product from flipkart,1
good and lasting,1
The best u cant get,1
"awesome shuttles , I love it",1
"On time delivery and very nice product. I am a national level player and I used these shuttles just for practice and I found the quality very nice and they are really the original Yonex Mavis 350, If you are thinking to buy them then you should not wait for it just go for it.",1
Good product,1
original. no more comments.,1
EXCELLENT,1
Nice product. worth for money....,1
Very good shuttle,1
Good,1
Original,1
go for it!,1
"Original product, fast delivery.",1
